Четверг 12 мар.2026г.  17:59,,,,,
,,,,,
АЛФАВИТНЫЙ СПИСОК ЖЕЛЕЗНОДОРОЖНЫХ СТАНЦИЙ,,,,,
,,,,,
АЛФАВИТНЫЙ СПИСОК ОСТАНОВОЧНЫХ ПУНКТОВ И ПЛАТФОРМ,,,,,
№ п/п,Наименование пункта,Операции,Дорога,Код станции,
 6011.,Ост. Пункт 1738 км,О,51 С-Кав (Р),531323,
 6012.,Ост. Пункт 174 км,О,17 Моск (Р),188050,
 6013.,Ост. Пункт 174 км,О,17 Моск (Р),197191,
 6014.,Ост. Пункт 174 км,О,68 Кзх,714512,
 6015.,Ост. Пункт 175 км,О,48 Дон (У),504913,
 6016.,Ост. Пункт 175 км,О,51 С-Кав (Р),586538,
 6017.,Ост. Пункт 175 км,О,84 84-я дорога,848055,
 6018.,Ост. Пункт 1752 км,О,51 С-Кав (Р),531361,
 6019.,Ост. Пункт 1756 км,О,63 Кбш (Р),656124,
 6020.,Ост. Пункт 176 км,О,17 Моск (Р),178815,
 6021.,Ост. Пункт 176 км,О,58 Ю-Вост (Р),582414,
 6022.,Ост. Пункт 176 км,О,63 Кбш (Р),648414,
 6023.,Ост. Пункт 176 км,О,80 Ю-Ур (Р),815094,
 6024.,Ост. Пункт 176 км,О,80 Ю-Ур (Р),816032,
 6025.,Ост. Пункт 1762 км,О,63 Кбш (Р),656232,
 6026.,Ост. Пункт 1764 км,О,51 С-Кав (Р),531446,
 6027.,Ост. Пункт 177 км,О,76 Сверд (Р),786953,
 6028.,Ост. Пункт 1771 км,О,51 С-Кав (Р),534317,
 6029.,Ост. Пункт 1774 км,О,51 С-Кав (Р),531427,
 6030.,Ост. Пункт 178 км,О,17 Моск (Р),197115,
 6031.,Ост. Пункт 178 км,О,17 Моск (Р),237539,
 6032.,Ост. Пункт 178 км,О,51 С-Кав (Р),586523,
 6033.,Ост. Пункт 178 км,О,83 З-Сиб (Р),837549,
 6034.,Ост. Пункт 1784 км,О,80 Ю-Ур (Р),808531,
 6035.,Ост. Пункт 179 км,О,58 Ю-Вост (Р),595838,
 6036.,Ост. Пункт 1796 км,О,51 С-Кав (Р),531484,
 6037.,Ост. Пункт 18 км,О,01 Окт (Р),070821,
 6038.,Ост. Пункт 18 км,О,17 Моск (Р),201325,
 6039.,Ост. Пункт 18 км,О,17 Моск (Р),205059,
 6040.,Ост. Пункт 18 км,О,45 Придн (У),457214,
 6041.,Ост. Пункт 18 км,О,48 Дон (У),491713,
 6042.,Ост. Пункт 18 км,О,48 Дон (У),483219,
 6043.,Ост. Пункт 18 км,О,48 Дон (У),503018,
 6044.,Ост. Пункт 18 км,О,48 Дон (У),496115,
 6045.,Ост. Пункт 18 км,О,51 С-Кав (Р),541217,
 6046.,Ост. Пункт 18 км,О,58 Ю-Вост (Р),594341,
 6047.,Ост. Пункт 18 км,О,58 Ю-Вост (Р),604223,
 6048.,Ост. Пункт 18 км,О,63 Кбш (Р),655136,
 6049.,Ост. Пункт 18 км,О,73 Узбк,740038,
 6050.,Ост. Пункт 18 км,О,80 Ю-Ур (Р),814547,
 6051.,Ост. Пункт 18 км,О,80 Ю-Ур (Р),816519,
 6052.,Ост. Пункт 18 км,О,89 89-я дорога,898913,
 6053.,Ост. Пункт 18 км,О,89 89-я дорога,957261,
 6054.,Ост. Пункт 18 км,О,89 89-я дорога,959110,
 6055.,Ост. Пункт 1813 км,О,80 Ю-Ур (Р),807933,
 6056.,Ост. Пункт 182 км,О,45 Придн (У),451928,
 6057.,Ост. Пункт 182 км,О,80 Ю-Ур (Р),816044,
 6058.,Ост. Пункт 1826 км,О,80 Ю-Ур (Р),807837,
 6059.,Ост. Пункт 183 км,О,01 Окт (Р),067918,
 6060.,Ост. Пункт 183 км,О,17 Моск (Р),178561,
 6061.,Ост. Пункт 183 км,О,17 Моск (Р),188027,
 6062.,Ост. Пункт 183 км,О,17 Моск (Р),197126,
 6063.,Ост. Пункт 183 км,О,51 С-Кав (Р),586519,
 6064.,Ост. Пункт 183 км,О,58 Ю-Вост (Р),582429,
 6065.,Ост. Пункт 1838 км,О,80 Ю-Ур (Р),807810,
 6066.,Ост. Пункт 184 км,О,63 Кбш (Р),653018,
 6067.,Ост. Пункт 1843 км,О,80 Ю-Ур (Р),807721,
 6068.,Ост. Пункт 1846 км,О,51 С-Кав (Р),530028,
 6069.,Ост. Пункт 185 км,О,17 Моск (Р),188012,
 6070.,Ост. Пункт 185 км,О,43 Южн (У),427312,
 6071.,Ост. Пункт 185 км,О,76 Сверд (Р),795914,
 6072.,Ост. Пункт 185 км,О,80 Ю-Ур (Р),810847,
 6073.,Ост. Пункт 1850 км,О,80 Ю-Ур (Р),807736,
 6074.,Ост. Пункт 186 км,О,17 Моск (Р),218311,
 6075.,Ост. Пункт 186 км,О,63 Кбш (Р),637941,
 6076.,Ост. Пункт 1860 км,О,80 Ю-Ур (Р),807628,
 6077.,Ост. Пункт 187 км,О,17 Моск (Р),202120,
 6078.,Ост. Пункт 187 км,О,58 Ю-Вост (Р),595927,
 6079.,Ост. Пункт 187 км,О,80 Ю-Ур (Р),815037,
 6080.,Ост. Пункт 1871 км,О,80 Ю-Ур (Р),806682,
 6081.,Ост. Пункт 188 км,О,17 Моск (Р),184420,
 6082.,Ост. Пункт 188 км,О,17 Моск (Р),218326,
 6083.,Ост. Пункт 188 км,О,63 Кбш (Р),645115,
 6084.,Ост. Пункт 188 км,О,76 Сверд (Р),774335,
 6085.,Ост. Пункт 1882 км,О,80 Ю-Ур (Р),806697,
 6086.,Ост. Пункт 189 км,О,17 Моск (Р),197149,
 6087.,Ост. Пункт 189 км,О,68 Кзх,676240,
 6088.,Ост. Пункт 1898 км,О,80 Ю-Ур (Р),806428,
 6089.,Ост. Пункт 1899 км,О,76 Сверд (Р),793232,
 6090.,Ост. Пункт 19 км,О,17 Моск (Р),216481,
 6091.,Ост. Пункт 19 км,О,32 Ю-Зап (У),326253,
 6092.,Ост. Пункт 19 км,О,48 Дон (У),482767,
 6093.,Ост. Пункт 19 км,О,48 Дон (У),493511,
 6094.,Ост. Пункт 19 км,О,58 Ю-Вост (Р),598179,
 6095.,Ост. Пункт 19 км,О,63 Кбш (Р),647572,
 6096.,Ост. Пункт 19 км,О,63 Кбш (Р),655140,
 6097.,Ост. Пункт 19 км,О,63 Кбш (Р),658524,
 6098.,Ост. Пункт 19 км,О,76 Сверд (Р),772043,
 6099.,Ост. Пункт 19 км,О,89 89-я дорога,958137,
 6100.,Ост. Пункт 19 км,О,89 89-я дорога,898665,
 6101.,Ост. Пункт 190 км,О,17 Моск (Р),201024,
 6102.,Ост. Пункт 190 км,О,58 Ю-Вост (Р),606248,
 6103.,Ост. Пункт 190 км,О,61 Прив (Р),621727,
 6104.,Ост. Пункт 190 км,О,80 Ю-Ур (Р),813332,
 6105.,Ост. Пункт 1902 км,О,80 Ю-Ур (Р),806565,
 6106.,Ост. Пункт 1906 км,О,80 Ю-Ур (Р),806574,
 6107.,Ост. Пункт 1909 км,О,80 Ю-Ур (Р),806589,
 6108.,Ост. Пункт 191 км,О,17 Моск (Р),173835,
 6109.,Ост. Пункт 191 км,О,17 Моск (Р),197153,
 6110.,Ост. Пункт 191 км,О,76 Сверд (Р),783442,
 6111.,Ост. Пункт 191 км,О,76 Сверд (Р),786934,
 6112.,Ост. Пункт 192 км,О,24 Горьк (Р),272316,
 6113.,Ост. Пункт 192 км,О,63 Кбш (Р),645122,
 6114.,Ост. Пункт 192 км,О,88 Крас (Р),886530,
 6115.,Ост. Пункт 1925 км,О,51 С-Кав (Р),537419,
 6116.,Ост. Пункт 1928 км,О,80 Ю-Ур (Р),806413,
 6117.,Ост. Пункт 193 км,О,17 Моск (Р),178434,
 6118.,Ост. Пункт 193 км,О,17 Моск (Р),187946,
 6119.,Ост. Пункт 193 км,О,17 Моск (Р),226619,
 6120.,Ост. Пункт 193 км,О,39 Млд,394227,
 6121.,Ост. Пункт 193 км,О,58 Ю-Вост (Р),595931,
 6122.,Ост. Пункт 193 км,О,58 Ю-Вост (Р),606252,
 6123.,Ост. Пункт 194 км,О,76 Сверд (Р),787738,
 6124.,Ост. Пункт 195 км,О,01 Окт (Р),050713,
 6125.,Ост. Пункт 195 км,Х,40 Од (У),421424,
 6126.,Ост. Пункт 195 км,О,58 Ю-Вост (Р),608031,
 6127.,Ост. Пункт 195 км,О,80 Ю-Ур (Р),816059,
 6128.,Ост. Пункт 195 км,О,83 З-Сиб (Р),875184,
 6129.,Ост. Пункт 196 км,О,17 Моск (Р),184514,
 6130.,Ост. Пункт 196 км,О,43 Южн (У),427331,
 6131.,Ост. Пункт 196 км,О,58 Ю-Вост (Р),582522,
 6132.,Ост. Пункт 197 км,О,43 Южн (У),447212,
 6133.,Ост. Пункт 197 км,О,51 С-Кав (Р),580033,
 6134.,Ост. Пункт 197 км,О,58 Ю-Вост (Р),606318,
 6135.,Ост. Пункт 197 км,О,63 Кбш (Р),653111,
 6136.,Ост. Пункт 1973 км,О,76 Сверд (Р),792812,
 6137.,Ост. Пункт 1979 км,О,76 Сверд (Р),792738,
 6138.,Ост. Пункт 198 км,О,01 Окт (Р),067833,
 6139.,Ост. Пункт 198 км,О,17 Моск (Р),197172,
 6140.,Ост. Пункт 198 км,О,43 Южн (У),446718,
 6141.,Ост. Пункт 198 км,О,80 Ю-Ур (Р),812560,
 6142.,Ост. Пункт 198 км,О,01 Окт (Р),041335,
 6143.,Ост. Пункт 199 км,О,63 Кбш (Р),645134,
 6144.,Ост. Пункт 1990 км,О,76 Сверд (Р),792719,
 6145.,Ост. Пункт 2 км,О,01 Окт (Р),030580,
 6146.,Ост. Пункт 2 км,О,43 Южн (У),425213,
 6147.,Ост. Пункт 2 км,О,48 Дон (У),507112,
 6148.,Ост. Пункт 2 км,О,51 С-Кав (Р),541010,
 6149.,Ост. Пункт 2 км,О,63 Кбш (Р),644822,
 6150.,Ост. Пункт 2 км,О,63 Кбш (Р),654747,
 6151.,Ост. Пункт 2 км,О,63 Кбш (Р),652814,
 6152.,Ост. Пункт 2 км,О,76 Сверд (Р),761566,
 6153.,Ост. Пункт 2 км,О,76 Сверд (Р),773417,
 6154.,Ост. Пункт 2 км,О,80 Ю-Ур (Р),810014,
 6155.,Ост. Пункт 2 км,О,84 84-я дорога,848914,
 6156.,Ост. Пункт 2-й Микрорайон,О,80 Ю-Ур (Р),828338,
 6157.,Ост. Пункт 20 км,О,01 Окт (Р),045815,
 6158.,Ост. Пункт 20 км,О,43 Южн (У),430724,
 6159.,Ост. Пункт 20 км,О,48 Дон (У),504114,
 6160.,Ост. Пункт 20 км,О,51 С-Кав (Р),587314,
 6161.,Ост. Пункт 20 км,О,58 Ю-Вост (Р),590463,
 6162.,Ост. Пункт 20 км,О,70 Кирг,719228,
 6163.,Ост. Пункт 20 км,О,76 Сверд (Р),769430,
 6164.,Ост. Пункт 20 км,О,76 Сверд (Р),770334,
 6165.,Ост. Пункт 20 км,О,76 Сверд (Р),794313,
 6166.,Ост. Пункт 20 км,О,80 Ю-Ур (Р),808211,
 6167.,Ост. Пункт 20 км,О,80 Ю-Ур (Р),810029,
 6168.,Ост. Пункт 20 км,О,80 Ю-Ур (Р),816966,
 6169.,Ост. Пункт 20 км,О,89 89-я дорога,978516,
 6170.,Ост. Пункт 200 км,О,17 Моск (Р),184524,
 6171.,Ост. Пункт 200 км,О,51 С-Кав (Р),580029,
 6172.,Ост. Пункт 200 км,О,80 Ю-Ур (Р),813417,
 6173.,Ост. Пункт 201 км,О,01 Окт (Р),050724,
 6174.,Ост. Пункт 201 км,О,58 Ю-Вост (Р),582537,
 6175.,Ост. Пункт 201 км,О,58 Ю-Вост (Р),596012,
 6176.,Ост. Пункт 2011 км,О,80 Ю-Ур (Р),805247,
 6177.,Ост. Пункт 2014 км,О,80 Ю-Ур (Р),805228,
 6178.,Ост. Пункт 202 км,О,17 Моск (Р),178580,
 6179.,Ост. Пункт 202 км,О,17 Моск (Р),202146,
 6180.,Ост. Пункт 202 км,О,39 Млд,394246,
 6181.,Ост. Пункт 202 км,О,76 Сверд (Р),782740,
 6182.,Ост. Пункт 203 км,О,01 Окт (Р),041231,
 6183.,Ост. Пункт 203 км,О,58 Ю-Вост (Р),605527,
 6184.,Ост. Пункт 204 км,О,17 Моск (Р),200939,
 6185.,Ост. Пункт 204 км,О,24 Горьк (Р),272419,
 6186.,Ост. Пункт 204 км,О,58 Ю-Вост (Р),608116,
 6187.,Ост. Пункт 204 км,О,73 Узбк,725610,
 6188.,Ост. Пункт 204 км,О,76 Сверд (Р),782721,
 6189.,Ост. Пункт 204 км,О,80 Ю-Ур (Р),813493,
 6190.,Ост. Пункт 204 км,О,83 З-Сиб (Р),875216,
 6191.,Ост. Пункт 2046 км,О,51 С-Кав (Р),540318,
 6192.,Ост. Пункт 205 км,О,43 Южн (У),432575,
 6193.,Ост. Пункт 205 км,О,76 Сверд (Р),787814,
 6194.,Ост. Пункт 2054 км,О,76 Сверд (Р),792511,
 6195.,Ост. Пункт 206 км,О,80 Ю-Ур (Р),813421,
 6196.,Ост. Пункт 2067 км,О,80 Ю-Ур (Р),804827,
 6197.,Ост. Пункт 207 км,О,17 Моск (Р),200911,
 6198.,Ост. Пункт 208 км,О,63 Кбш (Р),648927,
 6199.,Ост. Пункт 208 км,О,80 Ю-Ур (Р),818686,
 6200.,Ост. Пункт 2083 км,О,76 Сверд (Р),792231,
 6201.,Ост. Пункт 2089 км,О,76 Сверд (Р),792210,
 6202.,Ост. Пункт 209 км,О,43 Южн (У),447725,
 6203.,Ост. Пункт 209 км,О,58 Ю-Вост (Р),608154,
 6204.,Ост. Пункт 2097 км,О,80 Ю-Ур (Р),800031,
 6205.,Ост. Пункт 21 км,О,17 Моск (Р),222317,
 6206.,Ост. Пункт 21 км,О,45 Придн (У),466637,
 6207.,Ост. Пункт 21 км,О,51 С-Кав (Р),520723,
 6208.,Ост. Пункт 21 км,О,58 Ю-Вост (Р),602552,
 6209.,Ост. Пункт 21 км,О,73 Узбк,740042,
 6210.,Ост. Пункт 21 км,О,76 Сверд (Р),784411,
 6211.,Ост. Пункт 21 км,О,76 Сверд (Р),795473,
 6212.,Ост. Пункт 210 км,О,01 Окт (Р),067814,
 6213.,Ост. Пункт 210 км,О,09 Лат,092214,
 6214.,Ост. Пункт 210 км,О,17 Моск (Р),220519,
 6215.,Ост. Пункт 210 км,О,58 Ю-Вост (Р),582611,
 6216.,Ост. Пункт 210 км,О,76 Сверд (Р),766911,
 6217.,Ост. Пункт 210 км,О,80 Ю-Ур (Р),813440,
 6218.,Ост. Пункт 2102 км,О,76 Сверд (Р),792155,
 6219.,Ост. Пункт 2107 км,О,76 Сверд (Р),792165,
 6220.,Ост. Пункт 211 км,О,01 Окт (Р),041212,
 6221.,Ост. Пункт 211 км,О,01 Окт (Р),050813,
 6222.,Ост. Пункт 211 км,О,17 Моск (Р),182641,
 6223.,Ост. Пункт 2111 км,О,80 Ю-Ур (Р),801020,
 6224.,Ост. Пункт 2112 км,О,76 Сверд (Р),792136,
 6225.,Ост. Пункт 212 км,О,58 Ю-Вост (Р),592952,
 6226.,Ост. Пункт 213 км,О,45 Придн (У),463817,
 6227.,Ост. Пункт 213 км,О,58 Ю-Вост (Р),608135,
 6228.,Ост. Пункт 2137 км,О,51 С-Кав (Р),541310,
 6229.,Ост. Пункт 214 км,О,17 Моск (Р),180082,
 6230.,Ост. Пункт 214 км,О,17 Моск (Р),187912,
 6231.,Ост. Пункт 214 км,О,17 Моск (Р),200182,
 6232.,Ост. Пункт 214 км,О,76 Сверд (Р),786811,
 6233.,Ост. Пункт 2149 км,О,51 С-Кав (Р),541414,
 6234.,Ост. Пункт 215 км,О,24 Горьк (Р),247738,
 6235.,Ост. Пункт 2151 км,О,80 Ю-Ур (Р),829519,
 6236.,Ост. Пункт 2155 км,О,51 С-Кав (Р),541433,
 6237.,Ост. Пункт 2159 км,О,51 С-Кав (Р),541448,
 6238.,Ост. Пункт 216 км,О,17 Моск (Р),222849,
 6239.,Ост. Пункт 216 км,О,80 Ю-Ур (Р),813578,
 6240.,Ост. Пункт 217 км,О,17 Моск (Р),187927,
 6241.,Ост. Пункт 217 км,О,43 Южн (У),432537,
 6242.,Ост. Пункт 217 км,О,76 Сверд (Р),796014,
 6243.,Ост. Пункт 2178 км,О,80 Ю-Ур (Р),829425,
 6244.,Ост. Пункт 218 км,О,17 Моск (Р),184543,
 6245.,Ост. Пункт 218 км,О,40 Од (У),411812,
 6246.,Ост. Пункт 218 км,О,58 Ю-Вост (Р),582715,
 6247.,Ост. Пункт 218 км,О,76 Сверд (Р),787833,
 6248.,Ост. Пункт 218 км,О,80 Ю-Ур (Р),813510,
 6249.,Ост. Пункт 2184 км,О,51 С-Кав (Р),542633,
 6250.,Ост. Пункт 219 км,О,01 Окт (Р),057916,
 6251.,Ост. Пункт 219 км,О,24 Горьк (Р),272513,
 6252.,Ост. Пункт 219 км,О,63 Кбш (Р),653130,
 6253.,Ост. Пункт 2192 км,О,51 С-Кав (Р),542652,
 6254.,Ост. Пункт 2197 км,О,76 Сверд (Р),790747,
 6255.,Ост. Пункт 21км,О,96 Д-Вост (Р),991915,
 6256.,Ост. Пункт 22 км,О,01 Окт (Р),032112,
 6257.,Ост. Пункт 22 км,О,01 Окт (Р),026335,
 6258.,Ост. Пункт 22 км,О,17 Моск (Р),216443,
 6259.,Ост. Пункт 22 км,О,48 Дон (У),490918,
 6260.,Ост. Пункт 22 км,О,51 С-Кав (Р),512318,
 6261.,Ост. Пункт 22 км,О,63 Кбш (Р),636012,
 6262.,Ост. Пункт 22 км,О,73 Узбк,723314,
 6263.,Ост. Пункт 22 км,О,89 89-я дорога,929717,
 6264.,Ост. Пункт 220 км,О,01 Окт (Р),050828,
 6265.,Ост. Пункт 220 км,О,75 Трк,755813,
 6266.,Ост. Пункт 220 км,О,80 Ю-Ур (Р),803148,
 6267.,Ост. Пункт 220 км,О,80 Ю-Ур (Р),813525,
 6268.,Ост. Пункт 220 км,О,83 З-Сиб (Р),875324,
 6269.,Ост. Пункт 221 км,О,17 Моск (Р),180063,
 6270.,Ост. Пункт 221 км,О,45 Придн (У),459421,
 6271.,Ост. Пункт 221 км,О,80 Ю-Ур (Р),813582,
 6272.,Ост. Пункт 2214 км,О,80 Ю-Ур (Р),829330,
 6273.,Ост. Пункт 2216 км,О,80 Ю-Ур (Р),829326,
 6274.,Ост. Пункт 222 км,О,17 Моск (Р),178311,
 6275.,Ост. Пункт 222 км,О,32 Ю-Зап (У),346647,
 6276.,Ост. Пункт 2230 км,О,80 Ю-Ур (Р),829256,
 6277.,Ост. Пункт 2233 км,О,80 Ю-Ур (Р),829294,
 6278.,Ост. Пункт 224 км,О,01 Окт (Р),067725,
 6279.,Ост. Пункт 224 км,О,17 Моск (Р),211518,
 6280.,Ост. Пункт 224 км,О,43 Южн (У),444623,
 6281.,Ост. Пункт 225 км,О,17 Моск (Р),200130,
 6282.,Ост. Пункт 225 км,О,75 Трк,755828,
 6283.,Ост. Пункт 225 км,О,80 Ю-Ур (Р),810781,
 6284.,Ост. Пункт 2251 км,О,80 Ю-Ур (Р),829275,
 6285.,Ост. Пункт 2257 км,О,80 Ю-Ур (Р),829241,
 6286.,Ост. Пункт 226 км,О,01 Окт (Р),067710,
 6287.,Ост. Пункт 226 км,О,40 Од (У),411738,
 6288.,Ост. Пункт 227 км,О,17 Моск (Р),220557,
 6289.,Ост. Пункт 2279 км,О,51 С-Кав (Р),543025,
 6290.,Ост. Пункт 229 км,О,58 Ю-Вост (Р),582734,
 6291.,Ост. Пункт 229 км,О,76 Сверд (Р),796118,
 6292.,Ост. Пункт 229 км,О,80 Ю-Ур (Р),810963,
 6293.,Ост. Пункт 2291 км,О,76 Сверд (Р),791114,
 6294.,Ост. Пункт 2296 км,О,76 Сверд (Р),791129,
 6295.,Ост. Пункт 23 км,О,17 Моск (Р),205063,
 6296.,Ост. Пункт 23 км,О,17 Моск (Р),217732,
 6297.,Ост. Пункт 23 км,О,17 Моск (Р),225616,
 6298.,Ост. Пункт 23 км,О,43 Южн (У),442187,
 6299.,Ост. Пункт 23 км,О,48 Дон (У),495061,
 6300.,Ост. Пункт 23 км,О,51 С-Кав (Р),510825,
 6301.,Ост. Пункт 23 км,О,51 С-Кав (Р),522517,
 6302.,Ост. Пункт 23 км,О,51 С-Кав (Р),516836,
 6303.,Ост. Пункт 23 км,О,51 С-Кав (Р),542417,
 6304.,Ост. Пункт 23 км,О,51 С-Кав (Р),588730,
 6305.,Ост. Пункт 23 км,О,58 Ю-Вост (Р),590478,
 6306.,Ост. Пункт 23 км,О,68 Кзх,713810,
 6307.,Ост. Пункт 23 км,О,76 Сверд (Р),772946,
 6308.,Ост. Пункт 23 км,О,80 Ю-Ур (Р),816523,
 6309.,Ост. Пункт 23 км,О,84 84-я дорога,838043,
 6310.,Ост. Пункт 230 км,О,40 Од (У),411723,
 6311.,Ост. Пункт 2308 км,О,80 Ю-Ур (Р),829059,
 6312.,Ост. Пункт 231 км,О,17 Моск (Р),220561,
 6313.,Ост. Пункт 2319 км,О,76 Сверд (Р),791222,
 6314.,Ост. Пункт 232 км,О,32 Ю-Зап (У),332911,
 6315.,Ост. Пункт 232 км,О,43 Южн (У),427514,
 6316.,Ост. Пункт 233 км,О,01 Окт (Р),050847,
